Country_Name,Year,Gini_Index_(Official),Palma_Ratio,20/20_Income_Gap_Ratio,Income_Share:_Bottom_40%,Income_Share:_Poorest_20%,Income_Share:_Second_Quintile,Income_Share:_Middle_Quintile,Income_Share:_Fourth_Quintile,Income_Share:_Richest_20%,Income_Classification,World_Bank_Region,Total_Population,Inequality_Index_(UNDP),Gini_Index_(World Bank),Local_Currency,World_Bank_Lending_Group,Last_Census_Year,Inequality_Category
Austria,1972,26.7,2.05,9.12,21.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7581117,17.13,37.53,Euro,IBRD,2011,Low Inequality
Austria,1977,24.3,2.05,9.12,20.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7636576,17.13,37.53,Euro,IBRD,2011,Low Inequality
Austria,1991,26.3,2.05,9.12,25.18,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7772701,17.13,37.53,Euro,IBRD,2011,Low Inequality
Belgium,1973,43.8,2.05,9.12,19,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,9720761,14.14,37.53,Euro,IDA,2011,Low Inequality
Belgium,1975,41.9,2.05,9.12,19,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,9771586,14.14,37.53,Euro,IDA,2011,Low Inequality
Belgium,1976,41.6,2.05,9.12,19,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,9794777,14.14,37.53,Euro,IDA,2011,Low Inequality
Belgium,1977,40.6,2.05,9.12,19,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,9816696,14.14,37.53,Euro,IDA,2011,Low Inequality
Belgium,1993,30.8,2.05,9.12,24.52,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10118674,14.14,37.53,Euro,IDA,2011,Low Inequality
Belgium,1994,30.4,2.05,9.12,24.52,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10155919,14.14,37.53,Euro,IDA,2011,Low Inequality
Bulgaria,1967,16,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8343387,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1968,15.9,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8399919,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1969,15.9,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8454501,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1970,18.8,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8507476,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1971,19.2,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8558968,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1972,18.5,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8608611,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1973,18.2,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8655674,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1974,17.9,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8699139,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1975,17.5,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8738361,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1976,17.8,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8772535,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1977,25,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8801885,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1978,26,2.05,9.12,25.93,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8828014,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,1985,23.4,2.05,9.12,24.85,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,8975291,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,2000,25,2.05,9.12,21.13,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,7997951,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,2002,26,2.05,9.12,21.13,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,7866242,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,2004,35.8,2.05,9.12,20.4,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,7743264,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Bulgaria,2005,33.8,2.05,9.12,20.4,6.53,11.16,15.48,21.77,45.11,Upper middle income,Europe and Central Asia,7683763,15.66,37.53,Bulgarian lev,IBRD,2011,Low Inequality
Czechoslovakia,1961,19.1,2.05,9.12,26.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,13717041,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1962,19,2.05,9.12,26.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,13819928,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1963,18.5,2.05,9.12,26.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,13905735,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1966,18.7,2.05,9.12,25.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14199369,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1968,19.4,2.05,9.12,25.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14333205,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1975,19.5,2.05,9.12,26.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14743721,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1979,19.6,2.05,9.12,28.38,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15187035,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1983,19.8,2.05,9.12,22.39,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15395502,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1987,19.8,2.05,9.12,27.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15552827,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Czechoslovakia,1989,19.8,2.05,9.12,27.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15624300,33.47,37.53,Costa Rican colon,IBRD,2011,High Inequality
Cyprus,1997,29,2.05,9.12,27.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,891190,33.47,37.53,Euro,IBRD,2011,High Inequality
Cyprus,2003,27,2.05,9.12,27.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,993563,33.47,37.53,Euro,IBRD,2011,High Inequality
Czechia,1958,23.9,2.05,9.12,22.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,9508368,13.09,37.53,Czech koruna,IBRD,2011,Low Inequality
Czechia,1988,19.8,2.05,9.12,22.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10331215,13.09,37.53,Czech koruna,IBRD,2011,Low Inequality
Czechia,1991,22.2,2.05,9.12,27.37,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10346750,13.09,37.53,Czech koruna,IBRD,2011,Low Inequality
Czechia,2001,25,2.05,9.12,24.91,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10271019,13.09,37.53,Czech koruna,IBRD,2011,Low Inequality
Germany,1962,32.1,2.05,9.12,15,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,74489142,8.72,37.53,Euro,IBRD,2011,Low Inequality
Germany,1969,31.5,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,78254626,8.72,37.53,Euro,IBRD,2011,Low Inequality
Germany,1975,36.6,2.05,9.12,20.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,78866498,8.72,37.53,Euro,IBRD,2011,Low Inequality
Germany,1980,36.6,2.05,9.12,22.68,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,78300650,8.72,37.53,Euro,IBRD,2011,Low Inequality
Denmark,1944,43,2.05,9.12,14.68,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,71074,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1949,39,2.05,9.12,14.68,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,71074,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1955,39,2.05,9.12,14.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4440778,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1961,38,2.05,9.12,14.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4614027,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1963,37,2.05,9.12,14.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4686279,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1964,37,2.05,9.12,14.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4723629,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1966,36,2.05,9.12,14.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4796487,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1971,22.5,2.05,9.12,13.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4961762,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1978,40.1,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5109690,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1979,40.6,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5118707,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1980,41.3,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5123945,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1981,22.7,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5125298,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1982,22,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5123349,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1983,21.6,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5119607,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1984,20.5,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5116058,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1985,22.1,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5114243,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1986,22.4,2.05,9.12,23.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5114657,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1988,22.4,2.05,9.12,23.78,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5122441,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1989,22,2.05,9.12,23.78,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5130361,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1990,22.6,2.05,9.12,23.78,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5141115,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1991,22.2,2.05,9.12,23.78,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5154908,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1993,22.3,2.05,9.12,24.64,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5190742,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1994,21.6,2.05,9.12,24.64,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5211334,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1996,21.6,2.05,9.12,25.62,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5254860,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1997,20,2.05,9.12,25.62,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5277713,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,1999,21,2.05,9.12,18.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5321771,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Denmark,2001,22,2.05,9.12,25.09,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5358059,27.74,37.53,Danish krone,IDA,2011,Medium Inequality
Spain,1965,32,2.05,9.12,17.88,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,32241041,36.5,37.53,Euro,IDA,2011,High Inequality
Spain,2002,31,2.05,9.12,20,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,41919592,36.5,37.53,Euro,IDA,2011,High Inequality
United Kingdom,1867,57.5,2.05,9.12,16.9,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2064812,21.21,37.53,Pound sterling,IBRD,2011,Medium Inequality
United Kingdom,1938,38,2.05,9.12,16.9,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2064812,21.21,37.53,Pound sterling,IBRD,2011,Medium Inequality
Greece,1959,42,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8227654,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1960,41.1,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8271788,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1961,43.6,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8311808,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1963,43.2,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8382605,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1964,43.9,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8416193,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1965,44.1,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8450504,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1966,45.8,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8486428,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1967,46.3,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8524555,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1968,43.8,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8565665,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1969,43.2,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8610472,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1970,45.3,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8659795,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1971,44.9,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8712683,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1974,43.2,2.05,9.12,17.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,8914176,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1986,35.2,2.05,9.12,18.94,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10023374,32.5,37.53,Euro,IBRD,2011,High Inequality
Greece,1994,35.2,2.05,9.12,18.3,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10684818,32.5,37.53,Euro,IBRD,2011,High Inequality
Croatia,1989,36,2.05,9.12,25.5,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4780629,36.19,37.53,Croatian kuna,IBRD,2011,High Inequality
Croatia,1997,24.6,2.05,9.12,25.5,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4532399,36.19,37.53,Croatian kuna,IBRD,2011,High Inequality
Croatia,2003,29,2.05,9.12,20.94,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4388946,36.19,37.53,Croatian kuna,IBRD,2011,High Inequality
Hungary,1969,23.6,2.05,9.12,25.3,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10329555,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1970,22.9,2.05,9.12,25.3,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10366340,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1974,22.1,2.05,9.12,24.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10486634,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1976,21.9,2.05,9.12,24.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10578457,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1978,21.4,2.05,9.12,26.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10693829,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1980,20.7,2.05,9.12,26.2,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10754766,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1984,21.3,2.05,9.12,26.7,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10617232,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1986,22.1,2.05,9.12,26.7,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10519786,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1988,26.8,2.05,9.12,26.82,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10435047,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Hungary,1992,28.2,2.05,9.12,22.51,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,10359143,48.4,37.53,Hungarian forint,IDA,2011,Very High Inequality
Latvia,1981,24.8,2.05,9.12,20.7,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2531013,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,1986,25.2,2.05,9.12,20.7,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2602151,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,1989,26,2.05,9.12,25.35,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2663924,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,1990,24,2.05,9.12,25.35,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2664432,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,1991,24.7,2.05,9.12,25.35,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2649152,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,1992,33.3,2.05,9.12,25.35,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2620246,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,1994,32.5,2.05,9.12,23.19,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2543622,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,2000,34,2.05,9.12,20.79,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2384150,16.64,37.53,Euro,IDA,2011,Low Inequality
Latvia,2001,32.2,2.05,9.12,20.79,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,2358677,16.64,37.53,Euro,IDA,2011,Low Inequality
Malta,2000,30,2.05,9.12,20.05,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,393649,30.07,37.53,Euro,IDA,2011,High Inequality
Netherlands,1973,29.8,2.05,9.12,18.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,13431182,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1981,24.5,2.05,9.12,22.42,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14223763,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1985,24.2,2.05,9.12,22.87,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14513949,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1988,29,2.05,9.12,23.21,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14774038,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1989,29.6,2.05,9.12,23.21,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,14868655,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1991,31.8,2.05,9.12,21.25,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15064519,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1992,31.7,2.05,9.12,21.25,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15165862,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,1994,31.7,2.05,9.12,21.31,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,15369120,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,2002,27,2.05,9.12,23,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,16110355,30.69,37.53,Euro,IDA,2011,High Inequality
Netherlands,2003,27,2.05,9.12,23,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,16200951,30.69,37.53,Euro,IDA,2011,High Inequality
Norway,1993,24.5,2.05,9.12,23.1,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4316788,11.79,37.53,Norwegian krone,IDA,2011,Low Inequality
Poland,1970,23.1,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,32635557,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1972,23.2,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,33143187,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1973,24,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,33407619,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1976,25.8,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,34261866,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1978,24.2,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,34881380,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1980,23.1,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,35535108,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1981,21.3,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,35873731,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Poland,1982,20.1,2.05,9.12,23.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,36216709,26.79,37.53,Polish zloty,IBRD,2011,Medium Inequality
Slovakia,1958,30.6,2.05,9.12,7.32,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,4019639,28.08,37.53,Euro,IBRD,2011,Medium Inequality
Slovakia,1989,18.3,2.05,9.12,27.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5266804,28.08,37.53,Euro,IBRD,2011,Medium Inequality
Slovakia,1990,18,2.05,9.12,27.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5288454,28.08,37.53,Euro,IBRD,2011,Medium Inequality
Slovakia,1991,18,2.05,9.12,27.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,5309235,28.08,37.53,Euro,IBRD,2011,Medium Inequality
Sweden,1951,55.7,2.05,9.12,14,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7073227,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1952,55,2.05,9.12,14,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7127520,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1953,55,2.05,9.12,14,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7175667,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1955,54.2,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7262623,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1956,54.3,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7304779,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1957,54.4,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7347479,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1958,54.5,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7391248,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1959,54.7,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7436262,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1960,54.3,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7482543,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1961,54.1,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7530181,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1962,53.5,2.05,9.12,16.8,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7579566,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1964,52.7,2.05,9.12,14,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7686730,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1965,52.2,2.05,9.12,14,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7745673,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1966,52.1,2.05,9.12,14,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7809086,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
Sweden,1968,51.7,2.05,9.12,18.4,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,7942322,8.59,37.53,Swedish krona,IBRD,2011,Low Inequality
