Country_Name,Year,Gini_Index_(Official),Palma_Ratio,20/20_Income_Gap_Ratio,Income_Share:_Bottom_40%,Income_Share:_Poorest_20%,Income_Share:_Second_Quintile,Income_Share:_Middle_Quintile,Income_Share:_Fourth_Quintile,Income_Share:_Richest_20%,Income_Classification,World_Bank_Region,Total_Population,Inequality_Index_(UNDP),Gini_Index_(World Bank),Local_Currency,World_Bank_Lending_Group,Last_Census_Year,Inequality_Category
Chile,1990,52.4,3.64,14.9,11.57,3.88,7.69,11.85,18.8,57.77,High income,Latin America and the Caribbean,13274617,14.48,57.2,Chilean peso,IBRD,2017,Low Inequality
Chile,1992,52.5,3.63,14.21,11.76,4.08,7.69,11.66,18.65,57.93,High income,Latin America and the Caribbean,13719818,14.48,54.8,Chilean peso,IBRD,2017,Low Inequality
Chile,1994,52.7,3.72,15.61,11.25,3.7,7.54,11.84,19.12,57.8,High income,Latin America and the Caribbean,14166346,14.48,56.4,Chilean peso,IBRD,2017,Low Inequality
Chile,1996,52.4,3.63,15.12,11.44,3.81,7.63,11.85,19.06,57.65,High income,Latin America and the Caribbean,14587367,14.48,54.9,Chilean peso,IBRD,2017,Low Inequality
Chile,1998,53.3,3.83,15.91,11.13,3.67,7.45,11.56,18.86,58.45,High income,Latin America and the Caribbean,14977736,14.48,55.5,Chilean peso,IBRD,2017,Low Inequality
Chile,2000,54.6,4.12,17.07,10.77,3.51,7.26,11.26,18.1,59.87,High income,Latin America and the Caribbean,15342350,14.48,52.8,Chilean peso,IBRD,2017,Low Inequality
Chile,2003,52.8,3.71,15.1,11.47,3.85,7.62,11.72,18.67,58.14,High income,Latin America and the Caribbean,15849649,14.48,51.5,Chilean peso,IBRD,2017,Low Inequality
Chile,2006,49.8,3.14,12.7,12.66,4.37,8.29,12.51,19.33,55.49,High income,Latin America and the Caribbean,16354507,14.48,47.7,Chilean peso,IBRD,2017,Low Inequality
Chile,2009,49.6,3.1,12.27,13,4.53,8.48,12.41,19.05,55.53,High income,Latin America and the Caribbean,16886184,14.48,47.4,Chilean peso,IBRD,2017,Low Inequality
Chile,2011,48.7,2.95,11.77,13.34,4.66,8.68,12.67,19.15,54.83,High income,Latin America and the Caribbean,17233584,30.18,46.9,Chilean peso,IBRD,2017,High Inequality
Chile,2013,48.3,2.86,11.1,13.69,4.91,8.78,12.73,19.06,54.51,High income,Latin America and the Caribbean,17571512,29.81,46.8,Chilean peso,IBRD,2017,Medium Inequality
Chile,2015,48.5,2.91,11.53,13.46,4.72,8.74,12.78,19.3,54.47,High income,Latin America and the Caribbean,17969356,28.21,45.3,Chilean peso,IBRD,2017,Medium Inequality
Chile,2017,46.49,2.63,10.15,14.41,5.21,9.2,13.22,19.5,52.87,High income,Latin America and the Caribbean,18470436,28.27,45.3,Chilean peso,IBRD,2017,Medium Inequality
Colombia,1980,59.13,5.54,24.12,8.57,2.6,5.97,10.52,18.19,62.72,Upper middle income,Latin America and the Caribbean,26900508,27.44,55.1,Colombian peso,IBRD,2018,Medium Inequality
Colombia,1988,53.11,3.91,17.22,10.53,3.33,7.2,12.12,19.99,57.34,Upper middle income,Latin America and the Caribbean,31822528,27.44,53.1,Colombian peso,IBRD,2018,Medium Inequality
Colombia,1989,53.59,3.97,16.48,10.67,3.52,7.15,11.85,19.45,58.02,Upper middle income,Latin America and the Caribbean,32457496,27.44,52.8,Colombian peso,IBRD,2018,Medium Inequality
Colombia,1991,53.1,3.74,16.06,11.4,3.6,7.8,12,18.8,57.8,Upper middle income,Latin America and the Caribbean,34916766,27.44,51.3,Colombian peso,IBRD,2018,Medium Inequality
Colombia,1992,51.45,3.46,15.4,11.68,3.68,8,12.24,19.41,56.68,Upper middle income,Latin America and the Caribbean,34422568,27.44,51.3,Colombian peso,IBRD,2018,Medium Inequality
Colombia,1996,55.9,4.02,17.86,10.62,3.27,7.35,11.76,19.21,58.41,Upper middle income,Latin America and the Caribbean,38049038,27.44,56.8,Colombian peso,IBRD,2018,Medium Inequality
Colombia,1999,57.2,4.83,22,9.6,2.8,6.8,10.8,18,61.6,Upper middle income,Latin America and the Caribbean,39819279,27.44,58.5,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2000,58.68,5.44,32.76,8.64,1.9,6.74,10.97,18.13,62.25,Upper middle income,Latin America and the Caribbean,39629964,27.44,58.4,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2001,55.9,4.48,20.13,10.1,3,7.1,11.2,18.3,60.4,Upper middle income,Latin America and the Caribbean,40988909,27.44,57.3,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2002,55.7,4.43,18.84,10.1,3.2,6.9,11,18.6,60.3,Upper middle income,Latin America and the Caribbean,41572491,27.44,56,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2003,52.9,3.71,15.76,11.4,3.7,7.7,11.6,18.8,58.3,Upper middle income,Latin America and the Caribbean,42152151,27.44,53.6,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2004,56.2,4.58,20.19,9.88,3.01,6.87,11,18.34,60.79,Upper middle income,Latin America and the Caribbean,42075952,27.44,55,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2005,53.5,3.81,15.86,11.2,3.7,7.5,11.5,18.8,58.7,Upper middle income,Latin America and the Caribbean,43285634,27.44,53.9,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2008,55.3,4.37,19.26,10,3.1,6.9,11.4,18.9,59.7,Upper middle income,Latin America and the Caribbean,44901544,27.44,55.3,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2009,54.2,4.13,17.82,10.4,3.3,7.1,11.5,19.2,58.8,Upper middle income,Latin America and the Caribbean,45416181,27.44,54.3,Colombian peso,IBRD,2018,Medium Inequality
Colombia,2010,54,4.04,18.21,10.5,3.21,7.29,11.74,19.32,58.44,Upper middle income,Latin America and the Caribbean,45222700,41.81,54.6,Colombian peso,IBRD,2018,Very High Inequality
Colombia,2011,53.4,3.92,16.6,10.8,3.5,7.3,11.7,19.3,58.1,Upper middle income,Latin America and the Caribbean,46406646,40.37,53.5,Colombian peso,IBRD,2018,Very High Inequality
Colombia,2012,52.6,3.75,16.37,11,3.5,7.5,12,19.7,57.3,Upper middle income,Latin America and the Caribbean,46881475,39.49,52.6,Colombian peso,IBRD,2018,High Inequality
Colombia,2013,55.2,4.34,19.13,10.04,3.11,6.93,11.26,19.13,59.57,Upper middle income,Latin America and the Caribbean,46495492,39.51,52.6,Colombian peso,IBRD,2018,High Inequality
Colombia,2014,52.6,3.74,15.92,11.1,3.6,7.5,12,19.6,57.3,Upper middle income,Latin America and the Caribbean,47791911,39.27,52.5,Colombian peso,IBRD,2018,High Inequality
Colombia,2015,51,3.42,14.68,11.7,3.8,7.9,12.4,20,55.8,Upper middle income,Latin America and the Caribbean,48228697,37.27,51,Colombian peso,IBRD,2018,High Inequality
Colombia,2016,50.7,3.35,14.23,11.9,3.9,8,12.6,19.9,55.5,Upper middle income,Latin America and the Caribbean,48653419,36.78,50.6,Colombian peso,IBRD,2018,High Inequality
Colombia,2017,49.56,3.13,13.16,12.43,4.16,8.27,12.81,20.07,54.69,Upper middle income,Latin America and the Caribbean,48909844,35.53,49.7,Colombian peso,IBRD,2018,High Inequality
Colombia,2018,52,3.62,16.2,11.3,3.5,7.8,12.3,19.8,56.7,Upper middle income,Latin America and the Caribbean,49661056,36.45,50.4,Colombian peso,IBRD,2018,High Inequality
Guatemala,1989,58.2,5.27,24.23,9,2.6,6.4,10.2,17.6,63,Upper middle income,Latin America and the Caribbean,9050465,17.45,58.8,Guatemalan quetzal,IBRD,2018,Low Inequality
Guatemala,1998,56,4.36,16,10.6,3.8,6.8,10.8,17.8,60.8,Upper middle income,Latin America and the Caribbean,11133501,17.45,49.4,Guatemalan quetzal,IBRD,2018,Low Inequality
Guatemala,2000,54.1,4.06,16.89,10.8,3.5,7.3,11.5,18.5,59.1,Upper middle income,Latin America and the Caribbean,11650743,17.45,54.2,Guatemalan quetzal,IBRD,2018,Low Inequality
Guatemala,2006,52.7,3.79,15.92,10.82,3.6,7.22,11.91,19.96,57.31,Upper middle income,Latin America and the Caribbean,13397022,17.45,54.5,Guatemalan quetzal,IBRD,2018,Low Inequality
Guatemala,2014,45,2.42,9.16,15.21,5.59,9.61,13.71,19.83,51.25,Upper middle income,Latin America and the Caribbean,15923238,29.56,48.3,Guatemalan quetzal,IBRD,2018,Medium Inequality
Peru,1994,50.4,4.21,17.14,10.63,3.47,7.16,11.55,18.35,59.47,Upper middle income,Latin America and the Caribbean,23619356,36.12,44,Peruvian new sol,IBRD,2017,High Inequality
Peru,1997,53.5,4.1,19.76,10,2.9,7.1,12.4,20.3,57.3,Upper middle income,Latin America and the Caribbean,24827406,36.12,53.3,Peruvian new sol,IBRD,2017,High Inequality
Peru,1998,55.1,4.35,20.41,10,2.9,7.1,11.7,19,59.2,Upper middle income,Latin America and the Caribbean,25199748,36.12,55.1,Peruvian new sol,IBRD,2017,High Inequality
Peru,1999,54.8,4.4,20.31,9.9,2.9,7,11.7,19.3,58.9,Upper middle income,Latin America and the Caribbean,25561299,36.12,54.8,Peruvian new sol,IBRD,2017,High Inequality
Peru,2000,49.1,3.12,14.81,11.8,3.6,8.2,13.6,21.5,53.3,Upper middle income,Latin America and the Caribbean,25914879,36.12,49.1,Peruvian new sol,IBRD,2017,High Inequality
Peru,2001,51.3,3.52,16.29,11.1,3.4,7.7,12.7,20.7,55.4,Upper middle income,Latin America and the Caribbean,26261363,36.12,51.3,Peruvian new sol,IBRD,2017,High Inequality
Peru,2002,53.6,4.04,18.03,10.4,3.2,7.2,12.2,19.7,57.7,Upper middle income,Latin America and the Caribbean,26601467,36.12,53.6,Peruvian new sol,IBRD,2017,High Inequality
Peru,2003,51,3.41,14.63,11.7,3.8,7.9,12.6,20.1,55.6,Upper middle income,Latin America and the Caribbean,26937738,36.12,53.1,Peruvian new sol,IBRD,2017,High Inequality
Peru,2004,56,5.12,33.65,8.12,1.74,6.38,12.47,21.01,58.4,Upper middle income,Latin America and the Caribbean,27624226,36.12,49.9,Peruvian new sol,IBRD,2017,High Inequality
Peru,2005,50.4,3.38,15.63,11.4,3.5,7.9,13.1,20.8,54.7,Upper middle income,Latin America and the Caribbean,27610410,36.12,50.4,Peruvian new sol,IBRD,2017,High Inequality
Peru,2006,50.3,3.38,15.57,11.3,3.5,7.8,13.2,21,54.5,Upper middle income,Latin America and the Caribbean,27949944,36.12,50.3,Peruvian new sol,IBRD,2017,High Inequality
Peru,2007,53.1,4.11,23.44,9.5,2.39,7.11,12.96,21.49,56.05,Upper middle income,Latin America and the Caribbean,28333050,36.12,50,Peruvian new sol,IBRD,2017,High Inequality
Peru,2008,47.5,2.85,13.63,12.4,3.8,8.6,14,21.8,51.8,Upper middle income,Latin America and the Caribbean,28641980,36.12,47.5,Peruvian new sol,IBRD,2017,High Inequality
Peru,2009,47,2.77,12.9,12.7,4,8.7,13.9,21.7,51.6,Upper middle income,Latin America and the Caribbean,29001507,36.12,47,Peruvian new sol,IBRD,2017,High Inequality
Peru,2010,49.5,3.28,18.93,10.96,2.79,8.18,14.02,22.29,52.73,Upper middle income,Latin America and the Caribbean,29027680,31.25,45.5,Peruvian new sol,IBRD,2017,High Inequality
Peru,2011,44.7,2.43,11.25,13.8,4.4,9.4,14.8,21.9,49.5,Upper middle income,Latin America and the Caribbean,29759989,30.4,44.7,Peruvian new sol,IBRD,2017,High Inequality
Peru,2012,44.4,2.39,11.2,13.9,4.4,9.5,14.8,22,49.3,Upper middle income,Latin America and the Caribbean,30158966,30.27,44.4,Peruvian new sol,IBRD,2017,High Inequality
Peru,2013,47.5,2.9,16.27,11.85,3.14,8.71,14.61,22.44,51.1,Upper middle income,Latin America and the Caribbean,29773986,29.46,43.9,Peruvian new sol,IBRD,2017,Medium Inequality
Peru,2014,43.2,2.21,10.26,14.5,4.7,9.8,15,22.2,48.2,Upper middle income,Latin America and the Caribbean,30973354,28.52,43.1,Peruvian new sol,IBRD,2017,Medium Inequality
Peru,2015,43.4,2.25,10.36,14.5,4.7,9.8,14.8,21.8,48.7,Upper middle income,Latin America and the Caribbean,31376671,28.66,43.4,Peruvian new sol,IBRD,2017,Medium Inequality
Peru,2016,43.8,2.29,10.63,14.3,4.6,9.7,14.8,22,48.9,Upper middle income,Latin America and the Caribbean,31773839,29,43.6,Peruvian new sol,IBRD,2017,Medium Inequality
Peru,2017,43.3,2.23,10.24,14.46,4.73,9.73,14.88,22.22,48.43,Upper middle income,Latin America and the Caribbean,31444298,28.57,43.3,Peruvian new sol,IBRD,2017,Medium Inequality
Peru,2018,43.9,2.3,10.45,14.2,4.7,9.5,14.6,22.1,49.1,Upper middle income,Latin America and the Caribbean,31989266,27.31,42.4,Peruvian new sol,IBRD,2017,Medium Inequality
Paraguay,1990,44.7,2.39,9.81,14.4,5.2,9.2,13.6,20.8,51,Upper middle income,Latin America and the Caribbean,4213742,16.51,40.8,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,1995,57.9,5.29,24.64,8.7,2.5,6.2,11,18.8,61.6,Upper middle income,Latin America and the Caribbean,4760850,16.51,58.1,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,1997,54.8,4.55,23.36,9.1,2.5,6.6,12.1,20.4,58.4,Upper middle income,Latin America and the Caribbean,4980344,16.51,54.9,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,1999,54.5,4.21,20.21,10,2.9,7.1,11.8,19.6,58.6,Upper middle income,Latin America and the Caribbean,5196937,16.51,54.6,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2001,54.8,4.29,19.03,10.1,3.1,7,11.8,19,59,Upper middle income,Latin America and the Caribbean,5406624,16.51,54.6,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2002,57.3,4.9,21.79,9.4,2.8,6.6,11.1,18.4,61,Upper middle income,Latin America and the Caribbean,5508611,16.51,57.3,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2003,55.5,4.42,18.72,10.1,3.2,6.9,11.2,18.7,59.9,Upper middle income,Latin America and the Caribbean,5607950,16.51,54.9,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2004,54.2,4.02,16.89,10.78,3.48,7.3,11.56,18.93,58.73,Upper middle income,Latin America and the Caribbean,5730556,16.51,52.3,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2005,51.2,3.37,14.36,11.9,3.9,8,12.4,19.8,56,Upper middle income,Latin America and the Caribbean,5795494,16.51,51.4,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2006,53.4,3.84,16.49,11.1,3.5,7.6,12.1,19.2,57.7,Upper middle income,Latin America and the Caribbean,5882796,16.51,53,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2007,54.8,4.19,19.01,10.47,3.1,7.36,11.76,18.75,59.02,Upper middle income,Latin America and the Caribbean,5998430,16.51,53,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2008,51,3.42,14.36,11.8,3.9,7.9,12.4,19.7,56,Upper middle income,Latin America and the Caribbean,6047117,16.51,50.7,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2009,49.4,3.14,14.18,12.1,3.8,8.3,13.2,20.7,53.9,Upper middle income,Latin America and the Caribbean,6127837,16.51,49.1,Paraguayan guarani,IBRD,2012,Low Inequality
Paraguay,2010,53.6,3.99,18.17,10.57,3.17,7.41,12.3,19.54,57.58,Upper middle income,Latin America and the Caribbean,6248017,37.74,51,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2011,52.6,3.76,16.71,11,3.4,7.6,12.5,19.7,56.8,Upper middle income,Latin America and the Caribbean,6293783,39.39,52.3,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2012,48.1,2.94,13.2,12.7,4,8.7,13.8,20.6,52.8,Upper middle income,Latin America and the Caribbean,6379219,33.5,47.6,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2013,50.4,3.31,14.71,11.74,3.73,8.01,12.73,20.62,54.91,Upper middle income,Latin America and the Caribbean,6510273,33.35,47.9,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2014,51.4,3.4,14.38,12.1,3.9,8.2,12.5,19.3,56.1,Upper middle income,Latin America and the Caribbean,6552584,36.87,50.7,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2015,48,2.88,12.93,12.8,4.1,8.7,13.3,20.9,53,Upper middle income,Latin America and the Caribbean,6639119,32.99,47.6,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2016,51,3.41,15.18,11.55,3.65,7.9,12.68,20.36,55.41,Upper middle income,Latin America and the Caribbean,6777878,33.11,47.9,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2017,48.8,2.97,11.74,13.2,4.6,8.6,12.9,19.8,54,Upper middle income,Latin America and the Caribbean,6811297,34.16,48.5,Paraguayan guarani,IBRD,2012,High Inequality
Paraguay,2018,47.4,2.79,12.21,13.1,4.3,8.8,13.5,20.9,52.5,Upper middle income,Latin America and the Caribbean,6956069,31.29,46,Paraguayan guarani,IBRD,2012,High Inequality
El Salvador,1991,53.95,4.14,22.41,9.99,2.57,7.42,12.34,20.07,57.59,Lower middle income,Latin America and the Caribbean,5342190,17.69,53.8,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,1995,50.7,3.36,16.18,11.6,3.4,8.2,13,20.4,55,Lower middle income,Latin America and the Caribbean,5611115,17.69,49.8,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,1996,50.98,3.41,16.04,11.53,3.46,8.07,12.76,20.22,55.49,Lower middle income,Latin America and the Caribbean,5689943,17.69,51,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,1998,54.52,4.48,28.6,9.05,2.01,7.04,12.62,20.84,57.49,Lower middle income,Latin America and the Caribbean,5797764,17.69,54.4,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,1999,51.8,3.64,18.6,10.6,3,7.6,12.6,21.2,55.8,Lower middle income,Latin America and the Caribbean,5825187,17.69,52.1,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2000,51.4,3.51,17.44,11.1,3.2,7.9,12.8,20.5,55.8,Lower middle income,Latin America and the Caribbean,5867626,17.69,51.5,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2001,51.2,3.53,17.84,10.9,3.1,7.8,12.8,20.8,55.3,Lower middle income,Latin America and the Caribbean,5905962,17.69,51.3,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2002,51.7,3.59,17.94,10.8,3.1,7.7,12.7,20.9,55.6,Lower middle income,Latin America and the Caribbean,5940303,17.69,51.9,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2003,50.43,3.4,19.12,10.95,2.83,8.12,13.4,21.55,54.1,Lower middle income,Latin America and the Caribbean,5994075,17.69,50.4,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2004,47.6,2.8,13.41,12.7,3.9,8.8,13.6,21.6,52.3,Lower middle income,Latin America and the Caribbean,6000775,17.69,47.8,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2005,48.4,2.91,13.62,12.6,3.9,8.7,13.4,21,53.1,Lower middle income,Latin America and the Caribbean,6028961,17.69,48.5,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2006,45.7,2.52,10.71,14.1,4.8,9.3,13.8,20.8,51.4,Lower middle income,Latin America and the Caribbean,6056478,17.69,45.7,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2007,45.2,2.46,10.04,14.5,5.1,9.4,13.7,20.5,51.2,Lower middle income,Latin America and the Caribbean,6083475,17.69,45.2,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2008,47,2.7,11.41,13.4,4.6,8.8,13.3,20.7,52.5,Lower middle income,Latin America and the Caribbean,6110301,17.69,46.9,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2009,45.8,2.55,10.55,14.1,4.9,9.2,13.8,20.5,51.7,Lower middle income,Latin America and the Caribbean,6137276,17.69,45.8,U.S. dollar,IBRD,2007,Low Inequality
El Salvador,2010,43.5,2.24,9.69,14.8,5.1,9.7,14.4,21.5,49.4,Lower middle income,Latin America and the Caribbean,6164626,27.84,43.5,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2011,42.3,2.1,8.7,15.6,5.6,10,14.5,21.2,48.7,Lower middle income,Latin America and the Caribbean,6192560,26.3,42.3,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2012,41.8,2.04,8.31,16,5.8,10.2,14.7,21.2,48.2,Lower middle income,Latin America and the Caribbean,6221246,25.86,41.8,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2013,43.4,2.24,9.02,15.3,5.5,9.8,14.2,20.7,49.6,Lower middle income,Latin America and the Caribbean,6250777,27.61,43.4,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2014,41.6,2.01,8.29,16,5.8,10.2,14.7,21.3,48.1,Lower middle income,Latin America and the Caribbean,6281189,25.42,41.6,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2015,40.6,1.93,7.72,16.5,6.1,10.4,14.8,21.4,47.1,Lower middle income,Latin America and the Caribbean,6312478,24.29,40.6,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2016,40,1.86,7.73,16.5,6,10.5,15.3,21.8,46.4,Lower middle income,Latin America and the Caribbean,6344722,23.94,40,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2017,38.01,1.67,6.99,17.4,6.4,11,15.67,22.19,44.73,Lower middle income,Latin America and the Caribbean,6388124,21.81,38,U.S. dollar,IBRD,2007,Medium Inequality
El Salvador,2018,40.5,1.92,8.32,15.9,5.6,10.3,15.2,22.1,46.6,Lower middle income,Latin America and the Caribbean,6420740,22.43,38.6,U.S. dollar,IBRD,2007,Medium Inequality
Suriname,1999,57.61,5.84,59.63,7.32,1.01,6.31,12.56,19.89,60.23,Upper middle income,Latin America and the Caribbean,465380,28.08,57.5,Suriname dollar,IBRD,2012,Medium Inequality
Estonia,1993,39.5,1.82,7.22,17.23,6.41,10.82,15.15,21.34,46.3,High income,Europe and Central Asia,1488060,19.11,39.4,Euro,IDA,2012,Low Inequality
Estonia,1995,30.06,1.09,4.73,20.93,8.07,12.86,17.46,23.39,38.21,High income,Europe and Central Asia,1433026,19.11,30.1,Euro,IDA,2012,Low Inequality
Estonia,1998,37.64,1.66,6.45,17.95,6.99,10.96,15.32,21.61,45.11,High income,Europe and Central Asia,1406350,19.11,37.6,Euro,IDA,2012,Low Inequality
Estonia,2000,36.5,1.54,6.59,18.58,6.66,11.93,15.8,21.78,43.84,High income,Europe and Central Asia,1399111,19.11,35.8,Euro,IDA,2012,Low Inequality
Estonia,2001,35,2.05,9.12,18.58,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,1391739,19.11,36,Euro,IDA,2012,Low Inequality
Estonia,2002,35,2.05,9.12,18.58,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,1382737,19.11,35.8,Euro,IDA,2012,Low Inequality
Estonia,2003,37.2,1.57,7.18,18.09,6.15,11.94,15.77,21.99,44.15,High income,Europe and Central Asia,1372904,19.11,37.2,Euro,IDA,2012,Low Inequality
Estonia,2004,34.3,1.35,6.02,19.59,6.96,12.63,16.24,22.26,41.91,High income,Europe and Central Asia,1363570,19.11,33.6,Euro,IDA,2012,Low Inequality
Estonia,2005,34.1,1.34,5.89,19.2,7,12.2,16.6,23,41.2,High income,Europe and Central Asia,1355650,19.11,33.4,Euro,IDA,2012,Low Inequality
Estonia,2006,33.1,1.28,5.49,19.8,7.4,12.4,16.8,22.9,40.6,High income,Europe and Central Asia,1349373,19.11,33.7,Euro,IDA,2012,Low Inequality
Estonia,2007,31.1,1.15,4.89,20.99,8.04,12.95,16.72,22.95,39.34,High income,Europe and Central Asia,1344295,19.11,31.2,Euro,IDA,2012,Low Inequality
Estonia,2008,30.9,1.14,4.97,20.6,7.8,12.8,17.5,23.2,38.8,High income,Europe and Central Asia,1340067,19.11,31.9,Euro,IDA,2012,Low Inequality
Estonia,2009,31.4,1.17,5.03,20.4,7.8,12.6,17.2,23.2,39.2,High income,Europe and Central Asia,1336140,19.11,31.4,Euro,IDA,2012,Low Inequality
Estonia,2010,32.1,1.19,5.54,20.41,7.17,13.23,17.05,22.8,39.75,High income,Europe and Central Asia,1332103,17.72,32,Euro,IDA,2012,Low Inequality
Estonia,2011,31.9,1.18,5.34,20.2,7.4,12.8,17.1,23.2,39.5,High income,Europe and Central Asia,1327701,17.37,32.5,Euro,IDA,2012,Low Inequality
Estonia,2012,32.5,1.22,5.44,19.8,7.3,12.5,16.9,23.6,39.7,High income,Europe and Central Asia,1323163,18.59,32.9,Euro,IDA,2012,Low Inequality
Estonia,2013,34.9,1.38,6.15,19.18,6.88,12.3,15.97,22.56,42.28,High income,Europe and Central Asia,1319068,18.63,35.1,Euro,IDA,2012,Low Inequality
Estonia,2014,35.6,1.44,6.48,18,6.5,11.5,16.4,23.4,42.1,High income,Europe and Central Asia,1316273,20.99,34.6,Euro,IDA,2012,Medium Inequality
Estonia,2015,34.8,1.38,6.18,18.5,6.7,11.8,16.7,23.4,41.4,High income,Europe and Central Asia,1315330,20.99,32.7,Euro,IDA,2012,Medium Inequality
Estonia,2016,32.7,1.23,5.59,19.2,7.1,12.1,17.1,23.9,39.7,High income,Europe and Central Asia,1316507,18.73,31.2,Euro,IDA,2012,Low Inequality
Estonia,2017,31.6,1.16,5.44,19.6,7.1,12.5,17.7,24.2,38.6,High income,Europe and Central Asia,1319389,15.46,30.4,Euro,IDA,2012,Low Inequality
Estonia,2018,30.6,1.09,5.04,20.1,7.5,12.6,17.9,24.3,37.8,High income,Europe and Central Asia,1322913,14.35,30.3,Euro,IDA,2012,Low Inequality
France,1970,41.4,2.16,10.91,14.1,4.3,9.8,16.3,22.7,46.9,High income,Europe and Central Asia,50843829,10.34,37.1,Euro,Blend,2016,Low Inequality
France,1975,34,1.4,5.99,18.7,7.1,11.6,16,22.8,42.5,High income,Europe and Central Asia,53010730,10.34,35.9,Euro,Blend,2016,Low Inequality
France,1979,30,2.05,9.12,18.97,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,53872444,10.34,34,Euro,Blend,2016,Low Inequality
France,1984,37.4,1.62,7.16,17.95,6.1,11.85,16.23,22.1,43.72,High income,Europe and Central Asia,54965168,10.34,33.4,Euro,Blend,2016,Low Inequality
France,1990,28,2.05,9.12,20.18,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,56960835,10.34,32.1,Euro,Blend,2016,Low Inequality
France,1996,29,1,4.11,23,9,14,18,23,37,High income,Europe and Central Asia,58012056,10.34,32,Euro,Blend,2016,Low Inequality
France,1997,29,1,4.11,23,9,14,18,23,37,High income,Europe and Central Asia,58220656,10.34,31.9,Euro,Blend,2016,Low Inequality
France,1998,28,0.96,4.11,23,9,14,18,23,37,High income,Europe and Central Asia,58444248,10.34,31.7,Euro,Blend,2016,Low Inequality
France,1999,29,1.09,4.22,22,9,13,17,22,38,High income,Europe and Central Asia,58704384,10.34,32.5,Euro,Blend,2016,Low Inequality
France,2000,31.1,1.17,4.85,20.9,8.13,12.77,17,22.62,39.48,High income,Europe and Central Asia,59015092,10.34,32.6,Euro,Blend,2016,Low Inequality
France,2001,27,0.96,4,23,9,14,18,23,36,High income,Europe and Central Asia,59384124,10.34,32.5,Euro,Blend,2016,Low Inequality
France,2002,27,2.05,9.12,23,6.53,11.16,15.48,21.77,45.11,High income,Europe and Central Asia,59803432,10.34,31.8,Euro,Blend,2016,Low Inequality
France,2003,31.41,1.19,4.83,21.04,8.25,12.79,16.84,22.28,39.83,High income,Europe and Central Asia,60251588,10.34,31.4,Euro,Blend,2016,Low Inequality
